Altitude,vx,vy,mgas
8024.895949810827,21.1607730231136,-4.197395585521722,3.491566325960727
8149.237280711209,21.416011824217268,-4.140165840402509,3.491566325960727
8276.558591313544,21.6667529261343,-4.085902342013048,3.491566325960727
8406.95035869562,22.057395199122023,-4.169633539840385,3.491566325960727
8540.507255166687,22.531198043683496,-4.342423536462853,3.491566325960727
8677.328820455778,22.996931726902325,-4.520845039661809,3.491566325960727
8817.519789291146,23.454067589615537,-4.705286273898264,3.491566325960727
8960.716988352498,23.900817972288838,-4.895621221079411,3.491566325960727
9104.315373189827,24.328794153464813,-5.089276953536991,3.491566325960727
9247.92591363287,24.737002363754016,-5.286094641295902,3.491566325960727
9391.555057696622,25.127879729353747,-5.483226423204007,3.491566325960727
9534.894696661,25.609038585031623,-5.554842910947616,3.491566325960727
