Altitude,vx,vy,mgas
85.71004410741376,-2.077464447847581,-1.023166173283961,3.491566325960727
166.43659780053994,-2.078022089450799,-1.0236206695248213,3.491566325960727
247.49152278449284,-2.0777407524914255,-1.0249134900991177,3.491566325960727
328.8637146251017,-2.077468325868804,-1.0262655011410378,3.491566325960727
410.5555218154535,-2.0850090819583422,-1.0198235156898203,3.491566325960727
492.569317794863,-2.094563428401607,-1.0107899492804984,3.491566325960727
574.9101099340877,-2.104084733190132,-1.0016959491378372,3.491566325960727
657.5846695262563,-2.3077937036844802,-0.9782402243806647,3.491566325960727
740.5956387863166,-2.6764804568830947,-0.9405446727958803,3.491566325960727
823.9456190316682,-3.056638511759632,-0.898794009037153,3.491566325960727
907.6372406003393,-3.9025306509900597,-0.5188225176445102,3.491566325960727
991.6731632663478,-4.810390429476081,-0.09869567058551051,3.491566325960727
1076.0569475539912,-5.613541611740419,0.34897080917473206,3.491566325960727
1160.7927867630265,-5.941200176071207,0.9042896357630811,3.491566325960727
1245.8834865343617,-6.258987406516164,1.4507765898039344,3.491566325960727
1331.3318585073016,-6.565971201174494,1.9877176537033114,3.491566325960727
1417.1407463030532,-6.8613479269137345,2.5142724582532026,3.491566325960727
1503.3130273633453,-7.14426592356201,3.029772695838116,3.491566325960727
1589.855576762052,-6.971758957921243,3.4195322459644775,3.491566325960727
1676.7754967192488,-6.588796682881898,3.7524504690330773,3.491566325960727
1764.0759227260687,-6.185901503964965,4.078565781324398,3.491566325960727
1851.7600206053535,-5.764779302252869,4.39818315951334,3.491566325960727
1939.8309941845953,-5.327220976218604,4.711645137711444,3.491566325960727
2028.2921856187486,-4.790073887068078,4.962797563264755,3.491566325960727
2117.1486870661697,-3.37228108653935,4.623306457967947,3.491566325960727
2206.4045358247145,-1.9661567328163505,4.2812255147534595,3.491566325960727
2296.063128491868,-0.5718406633730423,3.9391867677530916,3.491566325960727
2386.127903143469,0.809991831627673,3.5999206862975015,3.491566325960727
2476.6023399855844,2.178954376872109,3.2659210281774635,3.491566325960727
2567.4921036791197,3.5232245577039687,2.8836454577631354,3.491566325960727
2658.807101694421,4.827424327625061,2.365770042466702,3.491566325960727
2750.5515405288947,6.124579659274156,1.8523322249007943,3.491566325960727
2842.729258899102,7.41720356189127,1.3411293748399806,3.491566325960727
2935.344145033587,8.70823836847546,0.8295262372148055,3.491566325960727
3028.3848910166694,9.999820698847527,0.3155488425478783,3.491566325960727
3121.876999508434,11.151101338186637,-0.1258291447499565,3.491566325960727
3215.827125373565,11.816984384037113,-0.30893324521824234,3.491566325960727
3310.239529562272,12.478587166283985,-0.49250998649837324,3.491566325960727
3405.118530114884,13.135458377347307,-0.6762501276542916,3.491566325960727
3500.468503187492,13.784187017034927,-0.8550596746141833,3.491566325960727
3596.2938840531874,14.424224777804005,-1.0308355593955318,3.491566325960727
3692.5991681240394,15.060275632170917,-1.204073233352961,3.491566325960727
3789.3889119938763,15.319485482832143,-1.2234897013835357,3.491566325960727
3886.6677345028174,15.569841527611459,-1.2428558783266739,3.491566325960727
3984.440317823553,15.815710537141607,-1.2640995012436314,3.491566325960727
4082.7161171116472,16.056925877485508,-1.2872404050939539,3.491566325960727
4181.5100713783595,16.293443820511495,-1.3123683951417846,3.491566325960727
4280.827725430189,16.525167107939165,-1.3395469086845564,3.491566325960727
4380.674350744364,16.600427290761814,-1.3809990893282247,3.491566325960727
4481.055295270979,16.549485736493022,-1.4355605875602,3.491566325960727
4581.975984853558,16.49470355601682,-1.4938235036508556,3.491566325960727
4683.441924680989,16.436059758569666,-1.5556438813020694,3.491566325960727
4785.458700771598,16.373653346667915,-1.6210602040960829,3.491566325960727
4888.031981490076,16.307542431855197,-1.6900485904415417,3.491566325960727
4991.1675190987,16.237787113996788,-1.7625832457367026,3.491566325960727
5094.878126922658,16.348231063748734,-1.943782085943306,3.491566325960727
5199.181565915661,16.477597710305986,-2.140669737345315,3.491566325960727
5304.084490158958,16.605442562479595,-2.341175291953848,3.491566325960727
5409.593444784329,16.73195643580864,-2.5453140109553978,3.491566325960727
5515.715077944497,16.85734232552243,-2.753025043568247,3.491566325960727
5622.456142889926,16.98180506864783,-2.964248136307041,3.491566325960727
5729.823500095727,17.10555113266137,-3.1789237110008886,3.491566325960727
5837.824119439243,17.353891295298844,-3.315510336188945,3.491566325960727
5946.465082430948,17.607461345244786,-3.4508029327569765,3.491566325960727
6055.7556884195355,17.86413044299234,-3.5868424283080653,3.491566325960727
6165.718609046552,18.12407341115775,-3.7237665104060573,3.491566325960727
6276.364868793568,18.38744887065981,-3.861610044078633,3.491566325960727
6387.702536596591,18.654410458028384,-4.000405191365248,3.491566325960727
6499.739818774832,18.92505215304891,-4.1402278642172226,3.491566325960727
6612.48506203776,19.057053849776732,-4.207653176285805,3.491566325960727
6725.946756559637,19.1625462202547,-4.258457223903698,3.491566325960727
6840.1335391343455,19.27221021088586,-4.308237875537588,3.491566325960727
6955.054196412437,19.385922789287008,-4.356937601601812,3.491566325960727
7070.7214797879315,19.503564884795924,-4.404500617990242,3.491566325960727
7187.163312337176,19.625031412440272,-4.450875124763438,3.491566325960727
7304.3921798656365,19.750205014731677,-4.49600596027877,3.491566325960727
7422.418193182857,19.930486545864447,-4.503845391568722,3.491566325960727
7541.251650434722,20.192267303390565,-4.44646932979817,3.491566325960727
7660.903041554151,20.438448716476348,-4.386362261151825,3.491566325960727
7781.383052833863,20.669197168599823,-4.323382363445051,3.491566325960727
7902.7025716278995,20.899440818563484,-4.258270150803592,3.491566325960727
